relation_id,sentence_id,description,is_true,expectation,words,p_start,p_length,c_start,c_length
1266347@81_1474-1266347@81_835,1266347@81,Saeed Al Hajri-Subaru,,0.516,"{2013,World,Endurance,Championship,GT,M,2nd,-LRB-,Aston,Martin,Racing,World,Endurance,Championship,GTE,Pro,T,2nd,-LRB-,Aston,Martin,Racing,-RRB-,World,Endurance,Championship,GTE,Am,T,2nd,-LRB-,Aston,Martin,Racing,-RRB-,World,Endurance,Championship,GT,D,3rd,-LRB-,Darren,Turner/Stefan,Mucke,-RRB-,World,Endurance,Championship,GTE,Am,D,1st,-LRB-,Stuart,Hall/Jamie,Campbell-Walter,-RRB-,2012,FIA,World,Rally,Championship,D,11th,-LRB-,Dani,Sordo,-RRB-,Le,Mans,24,Hours,GTE,3rd,-LRB-,Aston,Martin,Racing,-RRB-,World,Endurance,Championship,GTE,Pro,Trophy,2nd,-LRB-,Aston,Martin,Racing,-RRB-,World,Endurance,Championship,D,33rd,-LRB-,Darren,Turner/Stefan,Mucke,-RRB-,Australian,V8,Supercar,Championship,T,2nd,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,3rd,-LRB-,Mark,Winterbottom,-RRB-,2011,FIA,World,Rally,Championship,D,8th,-LRB-,Dani,Sordo,-RRB-,Australian,V8,Supercar,Championship,T,2nd,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,3rd,-LRB-,Mark,Winterbottom,-RRB-,2010,Le,Mans,24,Hours,5th,-LRB-,Aston,Martin,Racing,-RRB-,Le,Mans,Series,T,6th,-LRB-,Aston,Martin,Racing,-RRB-,Le,Mans,Series,D,15th,-LRB-,Stefan,Mucke/Adrian,Fernandez/Harold,Primat,-RRB-,Australian,V8,Supercar,Championship,T,4th,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,3rd,-LRB-,Mark,Winterbottom,-RRB-,2009,Le,Mans,24,Hours,4th,-LRB-,Aston,Martin,Racing,-RRB-,Le,Mans,Series,T,1st,-LRB-,Aston,Martin,Racing,-RRB-,Le,Mans,Series,D,1st,-LRB-,Stefan,Mucke/Jan,Charouz/Tomas,Enge,-RRB-,Australian,V8,Supercar,Championship,T,4th,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,5th,-LRB-,Mark,Winterbottom,-RRB-,2008,FIA,World,Rally,Championship,M,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,5th,-LRB-,Chris,Atkinson,-RRB-,Le,Mans,24,Hours,GT1,1st,-LRB-,Aston,Martin,Racing,-RRB-,Le,Mans,Series,T,5th,-LRB-,Aston,Martin,Racing,-RRB-,Le,Mans,Series,D,9th,-LRB-,Stefan,Mucke/Jan,Charouz,-RRB-,Australian,V8,Supercar,Championship,T,2nd,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,2nd,-LRB-,Mark,Winterbottom,-RRB-,2007,FIA,World,Rally,Championship,M,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,5th,-LRB-,Petter,Solberg,-RRB-,Le,Mans,24,Hours,GT1,1st,-LRB-,Aston,Martin,Racing,-RRB-,Australian,V8,Supercar,Championship,T,4th,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,5th,-LRB-,Mark,Winterbottom,-RRB-,2006,FIA,World,Rally,Championship,M,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,6th,-LRB-,Petter,Solberg,-RRB-,Le,Mans,24,Hours,GT1,2nd,-LRB-,Aston,Martin,Racing,-RRB-,American,Le,Mans,Series,GT1,2nd,-LRB-,Aston,Martin,Racing,-RRB-,Australian,V8,Supercar,Championship,T,2nd,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,3rd,-LRB-,Mark,Winterbottom,-RRB-,2005,FIA,World,Rally,Championship,M,4th,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,2nd,-LRB-,Petter,Solberg,-RRB-,Le,Mans,24,Hours,GT1,3rd,-LRB-,Aston,Martin,Racing,-RRB-,American,Le,Mans,Series,GT1,5th,-LRB-,Aston,Martin,Racing,-RRB-,FIA,GT,5th,-LRB-,Aston,Martin,Racing,-RRB-,Australian,V8,Supercar,Championship,T,-,8th,-LRB-,Ford,Performance,Racing,-RRB-,Australian,V8,Supercar,Championship,D,-,9th,-LRB-,Jason,Bright,-RRB-,2004,FIA,World,Rally,Championship,M,-,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,2nd,-LRB-,Petter,Solberg,-RRB-,Le,Mans,24,Hours,GT1,3rd,-LRB-,Prodrive,Ferrari,550,-RRB-,Australian,V8,Supercar,Championship,-,15th,-LRB-,Glenn,Seton,-,Ford,Performance,Racing,-RRB-,2003,FIA,World,Rally,Championship,M,-,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,1st,-LRB-,Petter,Solberg,-RRB-,SCCA,ProRally,Championship,T,-,2nd,-LRB-,Subaru,Rally,Team,USA,-RRB-,SCCA,ProRally,Championship,D,-,5th,-LRB-,Ramana,Lagemann,-RRB-,Le,Mans,24,Hours,GTS,-,1st,-LRB-,Prodrive,Ferrari,550,-RRB-,American,Le,Mans,Series,GTS,M,-,2nd,-LRB-,Prodrive,Ferrari,550,-RRB-,Australian,V8,Supercar,Championship,-,5th,-LRB-,Craig,Lowndes,-,Ford,Performance,Racing,-RRB-,2002,FIA,World,Rally,Championship,M,-,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,2nd,-LRB-,Petter,Solberg,-RRB-,SCCA,ProRally,Championship,D,-,3rd,-LRB-,Mark,Lovell,-RRB-,SCCA,ProRally,Championship,T,-,2nd,-LRB-,Subaru,Rally,Team,USA,-RRB-,FIA,European,Touring,Car,Championship,M,-,3rd,-LRB-,Volvo,-RRB-,FIA,European,Touring,Car,Championship,D,-,5th,-LRB-,Rickard,Rydell,-RRB-,American,Le,Mans,Series,GTS,T,5th,-LRB-,Prodrive,Ferrari,550,-RRB-,2001,FIA,World,Rally,Championship,M,-,4th,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,1st,-LRB-,Richard,Burns,-RRB-,SCCA,ProRally,Championship,D,-,1st,-LRB-,Mark,Lovell,-RRB-,SCCA,ProRally,Championship,T,-,1st,-LRB-,Subaru,Rally,Team,USA,-RRB-,FIA,GT,Championship,T,5th,-LRB-,Prodrive,Ferrari,550,-RRB-,2000,FIA,World,Rally,Championship,M,-,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,2nd,-LRB-,Richard,Burns,-RRB-,British,Touring,Car,Championship,M,-,1st,-LRB-,Ford,-RRB-,British,Touring,Car,Championship,D,-,1st,-LRB-,Alain,Menu,-RRB-,1999,FIA,World,Rally,Championship,M,-,2nd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,2nd,-LRB-,Richard,Burns,-RRB-,British,Touring,Car,Championship,M,-,6th,-LRB-,Ford,-RRB-,British,Touring,Car,Championship,D,-,11th,-LRB-,Alain,Menu,-RRB-,1998,FIA,World,Rally,Championship,M,-,3rd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,3rd,-LRB-,Colin,McRae,-RRB-,British,Touring,Car,Championship,M,-,4th,-LRB-,Honda,-RRB-,British,Touring,Car,Championship,D,3rd,-LRB-,James,Thompson,-RRB-,1997,FIA,World,Rally,Championship,M,-,1st,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,2nd,-LRB-,Colin,McRae,-RRB-,FIA,Asia-Pacific,Rally,Championship,M,-,1st,-LRB-,Subaru,-RRB-,FIA,Asia-Pacific,Rally,Championship,D,-,1st,-LRB-,Kenneth,Erikkson,-RRB-,British,Touring,Car,Championship,M,-,3rd,-LRB-,Honda,-RRB-,British,Touring,Car,Championship,D,-,5th,-LRB-,James,Thompson,-RRB-,1996,FIA,World,Rally,Championship,M,-,1st,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,2nd,-LRB-,Colin,McRae,-RRB-,FIA,Asia-Pacific,Rally,Championship,M,-,2nd,-LRB-,Subaru,-RRB-,FIA,Asia-Pacific,Rally,Championship,D,-,1st,-LRB-,Kenneth,Eriksson,-RRB-,1995,FIA,World,Rally,Championship,M,-,1st,-LRB-,Colin,McRae,-RRB-,FIA,World,Rally,Championship,D,-,1st,-LRB-,Subaru,-RRB-,FIA,Asia-Pacific,Rally,Championship,-,2nd,-LRB-,Colin,McRae,-RRB-,British,Touring,Car,Championship,M,-,8th,-LRB-,Alfa,Romeo,-RRB-,British,Touring,Car,Championship,D,-,16th,-LRB-,Gabriele,Tarquini,-RRB-,1994,FIA,World,Rally,Championship,M,-,2nd,-LRB-,Subaru,-RRB-,FIA,World,Rally,Championship,D,-,2nd,-LRB-,Carlos,Sainz,-RRB-,FIA,Asia-Pacific,Rally,Championship,-,1st,-LRB-,Possum,Bourne,-RRB-,1993,World,Rally,Championship,D,-,5th,-LRB-,Colin,McRae,-RRB-,World,Rally,Championship,M,-,3rd,-LRB-,Subaru,-RRB-,FIA,Asia-Pacific,Rally,Championship,-,1st,-LRB-,Possum,Bourne,-RRB-,British,Rally,Championship,-,1st,-LRB-,Richard,Burns,-RRB-,1992,World,Rally,Championship,D,-,8th,-LRB-,Subaru,-RRB-,World,Rally,Championship,M,-,4th,-LRB-,Colin,McRae,-RRB-,British,Rally,Championship,-,1st,-LRB-,Colin,McRae,-RRB-,British,Touring,Car,Championship,-,8th,-LRB-,Tim,Sugden,-RRB-,1991,World,Rally,Championship,D,-,8th,-LRB-,Markku,Alen,-RRB-,World,Rally,Championship,M,-,6th,-LRB-,Subaru,-RRB-,British,Rally,Championship,-,1st,-LRB-,Colin,McRae,-RRB-,British,Touring,Car,Championship,-,4th,-LRB-,Steve,Soper,-RRB-,1990,French,Rally,Championship,-,1st,-LRB-,Francois,Chatriot,-RRB-,European,Rally,Championship,-,5th,-LRB-,Francois,Chatriot,-RRB-,World,Rally,Championship,D,-,14th,-LRB-,Possum,Bourne,-RRB-,World,Rally,Championship,M,-,4th,-LRB-,Subaru,-RRB-,British,Touring,Car,Championship,class,B,-,1st,-LRB-,2nd,overall,-RRB-,-LRB-,Frank,Sytner,-RRB-,1989,French,Rally,Championship,-,1st,-LRB-,Francois,Chatriot,-RRB-,Belgian,Rally,Championship,-,1st,-LRB-,Marc,Duez,-RRB-,European,Rally,Championship,-,9th,-LRB-,Francois,Chatriot,-RRB-,British,Touring,Car,Championship,class,B,-,1st,-LRB-,James,Weaver,-RRB-,2nd,overall,1988,European,Rally,Championship,-,2nd,-LRB-,Patrick,Snijers,-RRB-,Belgian,Rally,Championship,-,1st,-LRB-,Patrick,Snijers,-RRB-,French,Rally,Championship,-,2nd,-LRB-,Bernard,Beguin,-RRB-,Italian,Rally,Championship,-,2nd,-LRB-,Andrea,Zanussi,-RRB-,British,Touring,Car,Championship,-,1st,-LRB-,Fank,Sytner,-RRB-,1987,French,Rally,Championship,-,2nd,-LRB-,Bernard,Beguin,-RRB-,Middle,East,Rally,Championship,-,2nd,-LRB-,Saeed,Al,Hajri,-RRB-,British,Touring,Car,Championship,class,B,-,3rd,-LRB-,Frank,Sytner,-RRB-,1986,Middle,East,Rally,Championship,-,4th,-LRB-,Saeed,Al,Hajri,-RRB-,British,Rally,Championship,-,4th,-LRB-,Jimmy,McRae,-RRB-,-RRB-,Irish,Tarmac,Championship,2nd,-LRB-,Billy,Coleman,-RRB-,1985,Middle,East,Rally,Championship,-,1st,-LRB-,Saeed,Al,Hajri,-RRB-,European,Rally,Championship,-,8th,-LRB-,Bernard,Beguin,-RRB-,French,Rally,Championship,-,7th,-LRB-,Bernard,Beguin,-RRB-,-RRB-,Irish,Tarmac,Championship,4th,-LRB-,Billy,Coleman,-RRB-,1984,Middle,East,Rally,Championship,-,1st,-LRB-,Saeed,Al,Hajri,-RRB-,European,Rally,Championship,-,2nd,-LRB-,Henri,Toivonen,-RRB-}",1474,3,835,1
467054@7_39-467054@7_47,467054@7,Ramanathan Guha-AOL,,0.516,"{Epinions,was,founded,in,1999,during,the,dot-com,bubble,by,Nirav,Tolia,-LRB-,who,left,Yahoo,and,$,10M,of,unvested,shares,-RRB-,"","",Naval,Ravikant,-LRB-,formerly,of,@Home,where,he,left,$,4M,in,options,-RRB-,"","",Ramanathan,Guha,-LRB-,from,Netscape,by,way,of,AOL,where,he,left,~,$,4M,in,stock,options,-RRB-,"","",Mike,Speiser,-LRB-,formerly,of,McKinsey,-RRB-,"","",and,Dion,Lim,-LRB-,formerly,of,Morgan,Stanley,-RRB-,with,$,8,million,in,seed,financing,from,venture,capitalists,Benchmark,Capital,and,August,Capital,.}",39,2,47,1
43273838@5_1-43273838@5_15,43273838@5,Luksic-Forbes,,0.498,"{The,Luksic,family,is,the,4th,richest,family,in,Latin,America,"","",according,to,a,Forbes,ranking,.}",1,1,15,1
205868@115_112-205868@115_130,205868@115,Marlowe-Senate,,0.51,"{There,was,much,discussion,about,the,names,adopted,for,most,of,the,colleges,with,the,following,alternative,names,all,in,consideration,at,one,point,or,another,:,for,Eliot,:,Caxton,"","",after,William,Caxton,;,for,Keynes,:,Richborough,"","",a,town,in,Kent,;,Anselm,"","",a,former,Archbishop,of,Canterbury,;,and,for,Darwin,:,Anselm,-LRB-,again,-RRB-,;,Attlee,"","",after,Clement,Attlee,"","",the,post,war,Prime,Minister,;,Becket,"","",after,Thomas,Becket,"","",another,former,Archbishop,-LRB-,this,was,the,recommendation,of,the,college,'s,provisional,committee,but,rejected,by,the,Senate,-RRB-,;,Conrad,;,Elgar,"","",after,Edward,Elgar,;,Maitland,;,Marlowe,"","",after,Christopher,Marlowe,;,Russell,"","",after,Bertrand,Russell,-LRB-,this,was,the,recommendation,of,the,Senate,but,rejected,by,the,Council,-RRB-,;,Tyler,"","",after,both,Wat,Tyler,and,Tyler,Hill,on,which,the,campus,stands,.}",112,1,130,1
308405@188_4-308405@188_0,308405@188,Kennedy-JBL,,0.6,"{JBL,teamed,with,Mr.,Kennedy,and,King,Booker,against,the,Brothers,of,Destruction,-LRB-,Kane,and,The,Undertaker,-RRB-,"","",and,Batista,.}",4,1,0,1
24092567@35_2-24092567@35_10,24092567@35,Palmer-Bond University on the Gold Coast,,0.344,"{In,2008,Palmer,was,appointed,adjunct,professor,of,management,at,Bond,University,on,the,Gold,Coast,.}",2,1,10,6
25612821@105_9-25612821@105_11,25612821@105,Foster-Smith,,0.492,"{Although,no,contamination,was,ever,discovered,in,any,Drs.,Foster,and,Smith,products,"","",Foster,&,Smith,contacted,customers,who,had,recently,purchased,the,product,in,question,.}",9,1,11,1
42766284@15_4-42766284@15_19,42766284@15,Agilysys-Retail Solutions Group,,0.408,"{In,fiscal,2008,"","",Agilysys,began,reporting,three,primary,operating,segments,:,Hospitality,Solutions,Group,-LRB-,HSG,-RRB-,"","",Retail,Solutions,Group,-LRB-,RSG,-RRB-,and,Technology,Solutions,Group,-LRB-,TSG,-RRB-,.}",4,1,19,3
54157@39_4-54157@39_21,54157@39,Armand Peugeot-Soci t Anonyme des Automobiles Peugeot,,0.712,"{Also,in,1896,"","",Armand,Peugeot,broke,away,from,Les,Fils,de,Peugeot,Fr,res,to,form,his,own,company,"","",Soci,t,Anonyme,des,Automobiles,Peugeot,"","",building,a,new,factory,at,Audincourt,to,focus,entirely,on,cars,.}",4,2,21,6
4136270@4_25-4136270@4_50,4136270@4,Schleich-FAO Schwarz,,0.594,"{However,"","",their,toys,are,sold,worldwide,and,are,now,becoming,quite,popular,in,the,United,Kingdom,"","",Australia,and,North,America,"","",where,the,Schleich,figures,are,available,from,Target,"","",Meijer,"","",The,Toy,Animal,Company,"","",Toys,``,R,'',Us,"","",and,also,in,the,prestigious,FAO,Schwarz,toy,shop,on,Fifth,Avenue,.}",25,1,50,2
38211782@87_7-38211782@87_23,38211782@87,Jardine Matheson Holdings-UBS Warburg,,0.15,"{In,January,2014,"","",the,directors,of,Jardine,Matheson,Holdings,are,:,Company,secretary,:,John,C.,Lang,Lord,Sassoon,"","",a,former,UBS,Warburg,banker,who,had,been,a,junior,minister,in,the,British,Treasury,since,May,2010,"","",joined,Jardine,Matheson,as,an,executive,board,member,in,January,2013,.}",7,3,23,2
37475481@4_6-37475481@4_14,37475481@4,Sagar Daryani-St. Xavier 's College,,0.562,"{It,was,established,in,2008,by,Sagar,Daryani,and,Binod,Homagai,"","",alumni,of,St.,Xavier,'s,College,"","",in,Kolkata,.}",6,2,14,4
461702@341_6-461702@341_127,461702@341,Baruch Samuel Blumberg-US Marine Corps,,0.508,"{Other,notable,Union,alumni,include,:,Baruch,Samuel,Blumberg,-LRB-,1946,-RRB-,"","",winner,of,the,Nobel,Prize,in,Physiology,or,Medicine,;,Henry,Wager,Halleck,-LRB-,1837,-RRB-,"","",chief,of,staff,for,the,Union,Armies,during,the,Civil,War,;,William,F.,Fox,-LRB-,1869,-RRB-,Superintendent,of,Forests,at,the,Adirondack,Park,in,New,York,State,;,Howard,Simons,-LRB-,1951,-RRB-,"","",managing,editor,of,``,The,Washington,Post,'',during,the,Watergate,era,;,Nikki,Stone,-LRB-,1995,-RRB-,"","",winner,of,a,gold,medal,in,the,1998,Winter,Olympics,for,aerial,skiing,;,Armand,V.,Feigenbaum,-LRB-,1942,-RRB-,"","",American,businessman,and,developer,of,the,concept,of,Total,Quality,Management,-LRB-,TQM,-RRB-,;,Major,General,Michael,G.,Dana,"","",US,Marine,Corps,;,Andy,Miller,-LRB-,1990,-RRB-,"","",former,VP,of,Apple,'s,mobile,advertising,iAd,"","",Co-founder,and,ex-CEO,of,Quattro,Wireless,"","",co-owner,of,Sacramento,Kings,and,former,President,and,COO,of,Leap,Motion,;,Richard,K.,Templeton,-LRB-,1980,-RRB-,"","",chairman,"","",president,and,CEO,of,Texas,Instruments,;,Alan,F.,Horn,-LRB-,1964,-RRB-,"","",the,chairman,of,Walt,Disney,Studios,"","",and,former,President,and,COO,of,Warner,Bros.,;,Kate,White,-LRB-,1972,-RRB-,former,editor-in-chief,of,Cosmopolitan,Magazine,;,Robert,``,Bob,'',Moffat,-LRB-,1978,-RRB-,senior,executive,at,IBM,arrested,in,2009,for,securities,fraud,and,conspiracy,.}",6,3,127,3
2900194@5_6-2900194@5_9,2900194@5,Bob Farrell-Fox Feature Syndicate,,0.776,"{Victor,S.,Fox,and,business,associate,Bob,Farrell,launched,Fox,Feature,Syndicate,at,480,Lexington,Avenue,in,New,York,City,in,the,late,1930s,.}",6,2,9,3
252991@132_263-252991@132_124,252991@132,Caterina Fake-PBS Rebecca Eaton,,0.486,"{Notable,Vassar,alumni,include,their,first,graduate,of,African,ancestry,Anita,Florence,Hemmings,-LRB-,1897,-RRB-,"","",poet,Edna,St.,Vincent,Millay,-LRB-,1917,-RRB-,"","",notable,education,and,prison,reform,advocate,Julia,Tutwiler,"","",computer,pioneer,Grace,Hopper,-LRB-,1928,-RRB-,"","",critic,and,novelist,Mary,McCarthy,-LRB-,1933,-RRB-,"","",poet,Elizabeth,Bishop,-LRB-,1934,-RRB-,"","",physician,Beatrix,Hamburg,-LRB-,1944,-RRB-,"","",Art,Historian,Linda,Nochlin,-LRB-,1951,-RRB-,"","",politician,and,activist,Frances,Farenthold,"","",Zagat,Survey,co-founder,Nina,Zagat,-LRB-,1963,-RRB-,"","",physician,and,National,Institutes,of,Health,director,Bernadine,P.,Healy,-LRB-,1965,-RRB-,"","",Nickelodeon,President,and,Oxygen,Media,founder,and,CEO,Geraldine,Laybourne,-LRB-,1969,-RRB-,"","",Emmy,award-winning,executive,producer,of,Masterpiece,on,PBS,Rebecca,Eaton,-LRB-,1969,-RRB-,"","",actress,Meryl,Streep,-LRB-,1971,-RRB-,"","",Pulitzer,Prize,winning,fiction,writer,Jane,Smiley,-LRB-,1971,-RRB-,"","",CBS,News,Chief,White,House,Correspondent,Chip,Reid,-LRB-,1977,-RRB-,"","",former,World,Bank,CFO,and,Undersecretary,of,the,Treasury,for,Domestic,Finance,Jeffrey,Goldstein,-LRB-,1977,-RRB-,"","",``,The,New,Yorker,'',Magazine,Science,Writer,Michael,Specter,-LRB-,1977,-RRB-,"","",Cooper,Union,President,Jamshed,Bharucha,-LRB-,1978,-RRB-,"","",MSNBC,President,Phil,Griffin,-LRB-,1979,-RRB-,"","",astrophysicist,and,MacArthur,Award,Fellow,John,Carlstrom,-LRB-,1981,-RRB-,"","",actress,Lisa,Kudrow,-LRB-,1985,-RRB-,"","",actress,Hope,Davis,-LRB-,1986,-RRB-,"","",journalist,Evan,Wright,-LRB-,1988,-RRB-,"","",ABC,News,Chief,White,House,Correspondent,Jonathan,Karl,-LRB-,1990,-RRB-,"","",writer-director,Noah,Baumbach,-LRB-,1991,-RRB-,"","",Flickr,founder,Caterina,Fake,-LRB-,1991,-RRB-,"","",Shine,Limited,CEO,and,Chairman,Elisabeth,Murdoch,-LRB-,1992,-RRB-,"","",Pulitzer,Prize,winning,journalist,and,``,Wall,Street,Journal,'',reporter,Alexandra,Berzon,-LRB-,2001,-RRB-,"","",and,screenwriter,and,director,Jon,s,Cuar,n,-LRB-,2005,-RRB-,.}",263,2,124,3
38264013@49_8-38264013@49_1,38264013@49,Dorab-Jamsetji Tata,,0.57,"{``,Jamsetji,Tata,in,a,letter,to,son,Dorab,about,his,vision,for,the,township,that,would,eventually,become,Jamshedpur,.,''}",8,1,1,2
15352567@34_4-15352567@34_12,15352567@34,MiaSole-Technical Manufacturing Services,,0.494,"{In,April,2011,"","",MiaSole,entered,into,an,agreement,with,Intel,'s,Technical,Manufacturing,Services,practice,.}",4,1,12,3
1247800@71_24-1247800@71_2,1247800@71,Maxx-Wm Low Dingwall,,0.422,"{The,former,Wm,Low,Dingwall,has,now,become,a,Lidl,"","",Wm,Low,Blairgowrie,became,M,&,Co,whilst,Wm,Low,Elgin,became,TK,Maxx,.}",24,1,2,3
3699158@4_2-3699158@4_14,3699158@4,Paul Tustain-Galmarley Ltd.,,0.596,"{Founded,by,Paul,Tustain,in,2005,"","",BullionVault,is,the,sole,operating,business,of,Galmarley,Ltd.,.}",2,2,14,2
6286396@3_38-6286396@3_11,6286396@3,Kvaerner Fjellstrand-Kvaerner,,0.596,"{Originally,established,with,a,fleet,of,10,seabuses,built,by,the,Kvaerner,Fjellstrand,shipyard,of,Norway,"","",the,DO,today,has,a,fleet,of,25,seabuses,-LRB-,with,capacities,ranging,from,350,to,450,passengers,-RRB-,designed,by,Kvaerner,Fjellstrand,"","",Austal,and,the,Damen,Group,;,10,high-speed,car,ferries,-LRB-,1200,passengers,and,225,vehicles,-RRB-,designed,by,Austal,and,the,Damen,Group,;,18,car,ferries,;,32,commuter,ferries,;,and,1,large,passenger,ship,.}",38,2,11,1
13943035@45_30-13943035@45_9,13943035@45,Beall-University of Cambridge,,0.444,"{Peter,Murray-Rust,"","",a,chemist,currently,working,at,the,University,of,Cambridge,and,an,editorial,board,member,of,the,yet,to,be,started,MDPI,journal,``,Data,'',"","",criticized,Beall,'s,critique,of,MDPI,as,being,``,irresponsible,'',and,lacking,evidence,.}",30,1,9,3
11843683@2_7-11843683@2_42,11843683@2,Rhonda-Carolina Nut Co. / Curb Records Toyota,,0.552,"{Owned,by,Duke,Thorson,and,his,wife,Rhonda,"","",the,team,currently,fields,the,#,13,Estes,Express,Lines,Toyota,Tundra,driven,by,Jeb,Burton,"","",the,#,88,Menards,Toyota,Tundra,driven,by,Matt,Crafton,"","",and,the,#,98,The,Carolina,Nut,Co.,/,Curb,Records,Toyota,driven,by,Johnny,Sauter,.}",7,1,42,7
19650323@68_32-19650323@68_30,19650323@68,Jeffrey D. Zients-OMB,,0.368,"{On,October,7,"","",2011,"","",newly,revealed,emails,showed,that,the,Obama,administration,had,concerns,about,the,legality,of,the,Department,of,Energy,'s,loan,restructuring,plan,and,warned,OMB,director,Jeffrey,D.,Zients,that,the,plan,should,be,cleared,with,the,Department,of,Justice,first,"","",which,the,Department,of,Energy,had,not,done,.}",32,3,30,1
241865@318_117-241865@318_130,241865@318,Himanshu Suri-Chicago Cubs,,0.486,"{Notable,alumni,of,Wesleyan,include,Boston,Marathon,and,New,York,City,Marathon,runner,Bill,Rodgers,"","",Colorado,governor,John,Hickenlooper,-LRB-,1974,-RRB-,and,governor,of,Vermont,Peter,Shumlin,-LRB-,1979,-RRB-,;,filmmakers,including,Michael,Bay,-LRB-,1986,-RRB-,"","",Joss,Whedon,-LRB-,1987,-RRB-,"","",Paul,Weitz,-LRB-,1988,-RRB-,"","",Mike,White,-LRB-,1992,-RRB-,"","",and,Benh,Zeitlin,-LRB-,2004,-RRB-,;,actor,Bradley,Whitford,-LRB-,1981,-RRB-,;,author,Daniel,Handler,aka,Lemony,Snicket,-LRB-,1992,-RRB-,;,``,How,I,Met,Your,Mother,'',creators,Carter,Bays,and,Craig,Thomas,-LRB-,1997,-RRB-,;,the,founding,members,of,the,band,MGMT,"","",Ben,Goldwasser,and,Andrew,VanWyngarden,-LRB-,2005,-RRB-,;,Himanshu,Suri,aka,``,Heems,'',and,Kool,A.D.,from,Das,Racist,;,Chicago,Cubs,general,manager,Jed,Hoyer,;,and,New,England,Patriots,Super,Bowl,winning,head,coach,Bill,Belichick,.}",117,2,130,2
14612402@16_2-14612402@16_7,14612402@16,Hill Samuel Australia-Macquarie Bank Limited,,0.532,"{Authority,for,Hill,Samuel,Australia,to,become,Macquarie,Bank,Limited,-LRB-,MBL,-RRB-,was,received,from,the,Federal,Treasurer,in,1985,"","",making,it,only,the,second,private,trading,bank,to,be,established,in,Australia,in,modern,times,.}",2,3,7,3
259098@134_1-259098@134_35,259098@134,Marchibroda-Browns,,0.294,"{Like,Marchibroda,"","",Billick,"","",an,Ohio,native,"","",had,been,considered,one,of,the,brightest,offensive,minds,among,the,league,'s,offensive,coaches,"","",and,also,had,been,considered,by,Modell,as,a,possible,Browns,head,coaching,candidate,.}",1,1,35,1
2425846@9_31-2425846@9_40,2425846@9,David Mullich-Rainbow Computing,,0.29,"{The,company,expanded,beyond,the,two,founders,when,it,hired,Mike,Lieberman,"","",who,had,also,worked,at,the,student,radio,station,"","",as,sales,manager,"","",and,contracted,game,developer,David,Mullich,"","",who,met,Steffin,while,working,at,Rainbow,Computing,.}",31,2,40,2
1877973@42_10-1877973@42_40,1877973@42,Carlo Chiti-ATS Serenissima,,0.548,"{Bizzarrini,left,Ferrari,and,founded,with,other,ex-Ferrari,engineers,-LRB-,Carlo,Chiti,and,others,-RRB-,the,company,Automobili,Turismo,e,Sport,-LRB-,known,as,ATS,-RRB-,to,build,a,Formula,1,single,seater,and,a,GT,sport,car,"","",the,ATS,Serenissima,.}",10,2,40,2
